# ChessPro opening book
# Format per line: coordinate-move sequence | opening name / training label
# Example: e2e4 e7e5 g1f3 | King's Pawn example

e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 b2b3 c8b7 | Caro-Kann Advance training line 154
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 a2a4 a7a5 | Caro-Kann Advance training line 155
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 c1e3 c8e6 | Caro-Kann Advance training line 156
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 d1e2 d8e7 | Caro-Kann Advance training line 157
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 f1e2 f8e7 | Caro-Kann Advance training line 158
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 g2g3 g7g6 | Caro-Kann Advance training line 159
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 b1d2 b8d7 | Caro-Kann Advance training line 160
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 c2c3 c7c6 | Caro-Kann Advance training line 161
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 f2f4 f7f5 | Caro-Kann Advance training line 162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 a2a3 b7b5 | Caro-Kann Advance training line 163
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 h2h4 h7h5 | Caro-Kann Advance training line 164
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3 e7e6 f1e2 c6c5 e1g1 b8c6 d1d2 d8d7 | Caro-Kann Advance training line 165
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 | Queen's Gambit Declined training line 166
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 a2a3 h7h6 | Queen's Gambit Declined training line 167
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 h2h3 h7h6 | Queen's Gambit Declined training line 168
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 b2b3 c8b7 | Queen's Gambit Declined training line 169
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 a2a4 a7a5 | Queen's Gambit Declined training line 170
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 c1e3 c8e6 | Queen's Gambit Declined training line 171
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 d1e2 d8e7 | Queen's Gambit Declined training line 172
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 f1e2 f8e7 | Queen's Gambit Declined training line 173
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g2g3 g7g6 | Queen's Gambit Declined training line 174
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 b1d2 b8d7 | Queen's Gambit Declined training line 175
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 c2c3 c7c6 | Queen's Gambit Declined training line 176
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 f2f4 f7f5 | Queen's Gambit Declined training line 177
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 a2a3 b7b5 | Queen's Gambit Declined training line 178
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 h2h4 h7h5 | Queen's Gambit Declined training line 179
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 d1d2 d8d7 | Queen's Gambit Declined training line 180
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 | Slav Defense training line 181
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 a2a3 h7h6 | Slav Defense training line 182
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 h2h3 h7h6 | Slav Defense training line 183
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 b2b3 c8b7 | Slav Defense training line 184
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 a2a4 a7a5 | Slav Defense training line 185
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 c1e3 c8e6 | Slav Defense training line 186
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 d1e2 d8e7 | Slav Defense training line 187
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1e2 f8e7 | Slav Defense training line 188
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 g2g3 g7g6 | Slav Defense training line 189
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 b1d2 b8d7 | Slav Defense training line 190
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 c2c3 c7c6 | Slav Defense training line 191
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f2f4 f7f5 | Slav Defense training line 192
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 a2a3 b7b5 | Slav Defense training line 193
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 h2h4 h7h5 | Slav Defense training line 194
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 d1d2 d8d7 | Slav Defense training line 195
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 | Nimzo-Indian training line 196
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 a2a3 h7h6 | Nimzo-Indian training line 197
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 h2h3 h7h6 | Nimzo-Indian training line 198
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 b2b3 c8b7 | Nimzo-Indian training line 199
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 a2a4 a7a5 | Nimzo-Indian training line 200
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 c1e3 c8e6 | Nimzo-Indian training line 201
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 d1e2 d8e7 | Nimzo-Indian training line 202
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 f1e2 f8e7 | Nimzo-Indian training line 203
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 g2g3 g7g6 | Nimzo-Indian training line 204
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 b1d2 b8d7 | Nimzo-Indian training line 205
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 c2c3 c7c6 | Nimzo-Indian training line 206
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 f2f4 f7f5 | Nimzo-Indian training line 207
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 a2a3 b7b5 | Nimzo-Indian training line 208
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 h2h4 h7h5 | Nimzo-Indian training line 209
d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 d1d2 d8d7 | Nimzo-Indian training line 210
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 | King's Indian training line 211
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 a2a3 h7h6 | King's Indian training line 212
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 h2h3 h7h6 | King's Indian training line 213
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 b2b3 c8b7 | King's Indian training line 214
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 a2a4 a7a5 | King's Indian training line 215
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 c1e3 c8e6 | King's Indian training line 216
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 d1e2 d8e7 | King's Indian training line 217
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 f1e2 f8e7 | King's Indian training line 218
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 g2g3 g7g6 | King's Indian training line 219
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 b1d2 b8d7 | King's Indian training line 220
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 c2c3 c7c6 | King's Indian training line 221
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 f2f4 f7f5 | King's Indian training line 222
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 a2a3 b7b5 | King's Indian training line 223
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 h2h4 h7h5 | King's Indian training line 224
d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 e7e5 d1d2 d8d7 | King's Indian training line 225
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 | Queen's Indian training line 226
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 a2a3 h7h6 | Queen's Indian training line 227
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 h2h3 h7h6 | Queen's Indian training line 228
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b2b3 c8b7 | Queen's Indian training line 229
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 a2a4 a7a5 | Queen's Indian training line 230
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 c1e3 c8e6 | Queen's Indian training line 231
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d1e2 d8e7 | Queen's Indian training line 232
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 f1e2 f8e7 | Queen's Indian training line 233
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 g2g3 g7g6 | Queen's Indian training line 234
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1d2 b8d7 | Queen's Indian training line 235
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 c2c3 c7c6 | Queen's Indian training line 236
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 f2f4 f7f5 | Queen's Indian training line 237
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 a2a3 b7b5 | Queen's Indian training line 238
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 h2h4 h7h5 | Queen's Indian training line 239
d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d1d2 d8d7 | Queen's Indian training line 240
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 | London System training line 241
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 a2a3 h7h6 | London System training line 242
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 h2h3 h7h6 | London System training line 243
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 b2b3 c8b7 | London System training line 244
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 a2a4 a7a5 | London System training line 245
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 c1e3 c8e6 | London System training line 246
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 d1e2 d8e7 | London System training line 247
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 f1e2 f8e7 | London System training line 248
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 g2g3 g7g6 | London System training line 249
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 b1d2 b8d7 | London System training line 250
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 c2c3 c7c6 | London System training line 251
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 f2f4 f7f5 | London System training line 252
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 a2a3 b7b5 | London System training line 253
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 h2h4 h7h5 | London System training line 254
d2d4 d7d5 c1f4 g8f6 e2e3 e7e6 g1f3 c7c5 c2c3 b8c6 b1d2 f8e7 d1d2 d8d7 | London System training line 255
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 | Reti Opening training line 256
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 a2a3 h7h6 | Reti Opening training line 257
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 h2h3 h7h6 | Reti Opening training line 258
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 b2b3 c8b7 | Reti Opening training line 259
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 a2a4 a7a5 | Reti Opening training line 260
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 c1e3 c8e6 | Reti Opening training line 261
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 d1e2 d8e7 | Reti Opening training line 262
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 f1e2 f8e7 | Reti Opening training line 263
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 g2g3 g7g6 | Reti Opening training line 264
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 b1d2 b8d7 | Reti Opening training line 265
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 c2c3 c7c6 | Reti Opening training line 266
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 f2f4 f7f5 | Reti Opening training line 267
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 a2a3 b7b5 | Reti Opening training line 268
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 h2h4 h7h5 | Reti Opening training line 269
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 d1d2 d8d7 | Reti Opening training line 270
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 | English Four Knights training line 271
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a3 h7h6 | English Four Knights training line 272
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 h2h3 h7h6 | English Four Knights training line 273
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 b2b3 c8b7 | English Four Knights training line 274
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a4 a7a5 | English Four Knights training line 275
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 c1e3 c8e6 | English Four Knights training line 276
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 d1e2 d8e7 | English Four Knights training line 277
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 f1e2 f8e7 | English Four Knights training line 278
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 g2g3 g7g6 | English Four Knights training line 279
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 b1d2 b8d7 | English Four Knights training line 280
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 c2c3 c7c6 | English Four Knights training line 281
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 f2f4 f7f5 | English Four Knights training line 282
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a3 b7b5 | English Four Knights training line 283
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 h2h4 h7h5 | English Four Knights training line 284
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 d1d2 d8d7 | English Four Knights training line 285
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 | English Symmetrical training line 286
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a3 h7h6 | English Symmetrical training line 287
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 h2h3 h7h6 | English Symmetrical training line 288
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 b2b3 c8b7 | English Symmetrical training line 289
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a4 a7a5 | English Symmetrical training line 290
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 c1e3 c8e6 | English Symmetrical training line 291
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 d1e2 d8e7 | English Symmetrical training line 292
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 f1e2 f8e7 | English Symmetrical training line 293
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 g2g3 g7g6 | English Symmetrical training line 294
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 b1d2 b8d7 | English Symmetrical training line 295
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 c2c3 c7c6 | English Symmetrical training line 296
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 f2f4 f7f5 | English Symmetrical training line 297
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a3 b7b5 | English Symmetrical training line 298
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 h2h4 h7h5 | English Symmetrical training line 299
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 d1d2 d8d7 | English Symmetrical training line 300
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 | Scandinavian training line 301
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a3 h7h6 | Scandinavian training line 302
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 h2h3 h7h6 | Scandinavian training line 303
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 b2b3 c8b7 | Scandinavian training line 304
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a4 a7a5 | Scandinavian training line 305
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 c1e3 c8e6 | Scandinavian training line 306
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 d1e2 d8e7 | Scandinavian training line 307
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 f1e2 f8e7 | Scandinavian training line 308
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 g2g3 g7g6 | Scandinavian training line 309
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 b1d2 b8d7 | Scandinavian training line 310
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 c2c3 c7c6 | Scandinavian training line 311
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 f2f4 f7f5 | Scandinavian training line 312
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a3 b7b5 | Scandinavian training line 313
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 h2h4 h7h5 | Scandinavian training line 314
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 d1d2 d8d7 | Scandinavian training line 315
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 | Alekhine Defense training line 316
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 a2a3 h7h6 | Alekhine Defense training line 317
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 h2h3 h7h6 | Alekhine Defense training line 318
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 b2b3 c8b7 | Alekhine Defense training line 319
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 a2a4 a7a5 | Alekhine Defense training line 320
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 c1e3 c8e6 | Alekhine Defense training line 321
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 d1e2 d8e7 | Alekhine Defense training line 322
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 f1e2 f8e7 | Alekhine Defense training line 323
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 g2g3 g7g6 | Alekhine Defense training line 324
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 b1d2 b8d7 | Alekhine Defense training line 325
